name,compiler,type,threads,input,sgxmem,sgxtime,mpxbtnum,maxsize,time,mpxerrors,user_time,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches,sys_time
histogram,clang,asan_no_quarantine,1,native,,,,1387360,1.45,,1.37,64909,0,1,4,0.07
histogram,clang,asan_no_quarantine,1,native,,,,1387360,1.45,,1.38,64909,0,1,7,0.06
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.09,,25.05,32914,0,1,50,0.04
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.09,,25.06,32914,0,1,49,0.02
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.1,,25.05,32914,0,1,50,0.04
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.1,,25.04,32914,0,1,48,0.05
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.09,,25.06,32914,0,1,50,0.02
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.1,,25.06,32914,0,1,46,0.03
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.1,,25.04,32914,0,1,48,0.06
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.12,,25.07,32914,0,1,47,0.05
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.09,,25.04,32914,0,1,49,0.04
word_count,clang,asan_no_quarantine,1,native,,,,122128,25.09,,25.05,32914,0,1,49,0.03
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.88,25367,0,1,4,0.04
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.88,25367,0,1,4,0.03
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.89,25367,0,1,4,0.02
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.9,25367,0,1,5,0.02
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.88,25367,0,1,6,0.03
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.88,25367,0,1,4,0.04
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.9,25367,0,1,4,0.02
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.9,25367,0,1,6,0.02
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.9,25367,0,1,4,0.02
string_match,clang,asan_no_quarantine,1,native,,,,543932,0.92,,0.89,25367,0,1,6,0.03
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.47,25364,0,1,4,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.47,25364,0,1,4,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.47,25364,0,1,5,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.47,25364,0,1,3,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.48,25364,0,1,4,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.48,25364,0,1,3,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.46,25364,0,1,5,0.03
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.46,25364,0,1,3,0.03
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.47,25364,0,1,4,0.02
linear_regression,clang,asan_no_quarantine,1,native,,,,541884,0.5,,0.48,25364,0,1,4,0.01
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.71,,5.62,3834,0,1,18,3.08
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.72,,5.62,3834,0,1,19,3.09
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.76,,5.6,3834,0,1,18,3.15
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.71,,5.63,3834,0,1,21,3.07
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.7,,5.59,3834,0,1,21,3.1
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.72,,5.66,3834,0,1,19,3.05
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.72,,5.64,3834,0,1,18,3.07
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.7,,5.6,3834,0,1,20,3.1
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.73,,5.58,3834,0,1,28,3.14
matrix_multiply,clang,asan_no_quarantine,1,native,,,,41076,8.71,,5.69,3834,0,1,19,3.01
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.12,,32.12,3776,0,1,63,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.12,,32.12,3776,0,1,60,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.04,,32.04,3776,0,1,60,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,31.93,,31.92,3777,0,2,59,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,31.82,,31.82,3778,0,3,62,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,31.79,,31.78,3777,0,2,61,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,31.78,,31.77,3777,0,2,61,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.08,,32.06,3776,0,1,63,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.09,,32.08,3776,0,1,62,0.0
kmeans,clang,asan_no_quarantine,1,native,,,,24668,32.08,,32.07,3776,0,1,64,0.0
pca,clang,asan_no_quarantine,1,native,,,,98244,8.41,,8.4,25614,0,1,19,0.01
pca,clang,asan_no_quarantine,1,native,,,,98244,8.42,,8.39,25614,0,1,22,0.02
pca,clang,asan_no_quarantine,1,native,,,,98244,8.41,,8.39,25614,0,1,22,0.02
pca,clang,asan_no_quarantine,1,native,,,,98244,8.42,,8.4,25614,0,1,18,0.0
pca,clang,asan_no_quarantine,1,native,,,,98244,8.43,,8.41,25614,0,1,20,0.01
pca,clang,asan_no_quarantine,1,native,,,,98244,8.44,,8.42,25614,0,1,22,0.02
pca,clang,asan_no_quarantine,1,native,,,,98244,8.42,,8.4,25614,0,1,22,0.02
pca,clang,asan_no_quarantine,1,native,,,,98244,8.42,,8.38,25614,0,1,23,0.03
pca,clang,asan_no_quarantine,1,native,,,,98244,8.42,,8.41,25614,0,1,18,0.0
pca,clang,asan_no_quarantine,1,native,,,,98244,8.41,,8.39,25614,0,1,20,0.02
