name,compiler,type,threads,input,dtlb_store_misses,instructions,dtlb_load_misses,branch_instructions,dtlb_loads,mpxbtnum,branch_misses,mpxerrors,time,cycles,major_faults,minor_faults,dtlb_stores
raytrace,gcc,asan_only_write,1,native,2143611,1321904657906,2570510,88708449643,327516024168,,1479252210,,225.596925814,856319846677,0,629652,128201956850
raytrace,gcc,asan_only_write,1,native,1985713,1321785863325,2728432,88638413073,327432434917,,1484575851,,225.937187319,857631492759,0,631231,128256653333
raytrace,gcc,asan_only_write,1,native,1954687,1322041892169,2604116,88736102902,327500443653,,1477350373,,225.756857425,856858909446,0,630070,128271038667
raytrace,gcc,asan_only_write,1,native,1735002,1321839435594,2312459,88705727984,327575250713,,1479490417,,225.850618831,857270969808,0,632200,128225862383
raytrace,gcc,asan_only_write,1,native,2295636,1321755524745,2536097,88670935057,327501250367,,1483830784,,225.981201273,857597277112,0,631249,128197469152
raytrace,gcc,asan_only_write,1,native,2114728,1321779503176,2692221,88718138181,327526953402,,1483452398,,225.946526748,857599531707,0,631661,128239470913
raytrace,gcc,asan_only_write,1,native,2342247,1322481746665,2876284,88788952563,327513359158,,1482839341,,225.831103537,857180362619,0,629290,128143392755
canneal,gcc,asan_only_write,1,native,23926230,214760468822,1061366374,35337324997,51141448168,,660573747,,171.377836506,446810473601,0,691670,16688406526
canneal,gcc,asan_only_write,1,native,23905538,214922323945,1145435124,35373553419,51115282459,,661023292,,172.906089101,451384049006,0,692022,16661777852
canneal,gcc,asan_only_write,1,native,24103297,214769028466,1142059005,35348512446,51135902434,,667666378,,172.740434453,450666917745,0,691373,16680987055
canneal,gcc,asan_only_write,1,native,23564863,214854849452,1141560060,35355891292,51121881434,,657937043,,172.469890617,450235118095,0,691365,16681228751
canneal,gcc,asan_only_write,1,native,23917495,214727383070,1141316644,35317617524,51127697845,,659489292,,172.718205939,450297289145,0,691397,16698246912
canneal,gcc,asan_only_write,1,native,24493246,214830531495,1146340643,35357159244,51124415094,,661167602,,172.571585315,450605799708,0,692075,16666637873
canneal,gcc,asan_only_write,1,native,23842594,214852032089,1147478761,35350804580,51124085787,,660114270,,172.628131827,450327880278,0,692175,16685401192
canneal,gcc,asan_only_write,1,native,24398046,214802713357,1148641665,35348833464,51121461391,,662172814,,172.850671232,451189778297,0,691753,16687483490
canneal,gcc,asan_only_write,1,native,23959601,214919975778,405931911,35358474863,51126271108,,661455302,,164.012424778,424502247893,0,691696,16689580505
canneal,gcc,asan_only_write,1,native,24429840,214798581028,1147366355,35361093628,51122636866,,658258965,,172.672603793,450270776847,0,691708,16681857793
blackscholes,gcc,asan_only_write,1,native,203252,587074822712,222254,93736281138,149124898538,,436282529,,149.781929301,568687308728,0,54053,44056770306
blackscholes,gcc,asan_only_write,1,native,202329,587141171240,161911,93746787887,149137120494,,437351552,,149.856606132,568913677842,0,53700,44043936423
blackscholes,gcc,asan_only_write,1,native,271090,587136134453,210847,93745010119,149129183241,,439962659,,149.859616687,568896997418,0,54111,44047783761
blackscholes,gcc,asan_only_write,1,native,160380,587156656630,219849,93738267099,149114422196,,448570373,,149.819089989,568827085824,0,54485,44054854686
blackscholes,gcc,asan_only_write,1,native,210542,587094205011,198486,93732409911,149119583635,,471353695,,150.025567521,569585573901,0,54363,44053302726
blackscholes,gcc,asan_only_write,1,native,238442,587116780996,210895,93732624578,149125377553,,438074812,,149.824259566,568800826697,0,54333,44055928781
blackscholes,gcc,asan_only_write,1,native,187185,587069921452,187675,93728611398,149130141870,,439390664,,149.835028143,568852215041,0,54281,44055930334
blackscholes,gcc,asan_only_write,1,native,148588,587129932038,222334,93740578388,149121911587,,438499007,,149.812096176,568810833066,0,54288,44049978163
blackscholes,gcc,asan_only_write,1,native,144395,587125659177,208873,93738251662,149125771076,,449782542,,149.826728418,568864038406,0,54488,44055344383
blackscholes,gcc,asan_only_write,1,native,132087,587129995067,208761,93735023015,149129896310,,438024833,,149.896662804,568860545452,0,54132,44050307779
dedup,gcc,asan_only_write,1,native,12914080,242737155809,41516113,37555549791,53790428041,,722928314,,27.661373883,102243897942,0,770750,17541861931
dedup,gcc,asan_only_write,1,native,13208878,242769169886,42380183,37588173870,53806539048,,723705120,,27.654988227,102181218780,0,771466,17524077347
dedup,gcc,asan_only_write,1,native,13246746,242767532488,44252138,37575843260,53774662476,,721908584,,27.689139801,102246507422,0,771580,17534959339
dedup,gcc,asan_only_write,1,native,13041896,242631634080,44307193,37528760977,53770404478,,724708885,,27.67562752,102204935659,0,770341,17504545132
dedup,gcc,asan_only_write,1,native,13161162,242845725822,41635138,37599551712,53784249892,,722802775,,27.660183947,102184494899,0,771158,17521486979
dedup,gcc,asan_only_write,1,native,12813851,242815786884,42231980,37567353038,53756068371,,723189352,,27.72186066,102390543475,0,770985,17547967728
dedup,gcc,asan_only_write,1,native,12756852,242821766646,44201308,37558547036,53815293601,,723983317,,27.71445404,102348875199,0,771690,17536857530
dedup,gcc,asan_only_write,1,native,12969491,242837311214,44506104,37547942354,53773326473,,724349294,,27.742235294,102410952494,0,771312,17548171479
dedup,gcc,asan_only_write,1,native,13328274,242655542674,44700878,37563616044,53759667985,,721134129,,27.701973835,102303800501,0,771580,17535754685
dedup,gcc,asan_only_write,1,native,12826310,242691217147,41996387,37596441378,53815440421,,723203385,,27.706783859,102365798207,0,771558,17528848685
facesim,gcc,asan_only_write,1,native,3340684,64876008214,790923,8799804769,12400469161,,53534213,,6.183317395,23428730321,0,823696,4933455589
facesim,gcc,asan_only_write,1,native,3349172,64697113189,803345,8800586743,12403606057,,52064384,,6.180930071,23429241211,0,824478,4945674694
facesim,gcc,asan_only_write,1,native,3483296,64907055671,800897,8829095828,12406766657,,52220003,,6.22753914,23588366195,0,823688,4917273598
facesim,gcc,asan_only_write,1,native,3315227,64740449727,778120,8805045126,12404994152,,52431184,,6.171240933,23393805525,0,824537,4950997133
facesim,gcc,asan_only_write,1,native,3361714,64708499879,793254,8792776852,12410891856,,52235078,,6.181281332,23433871836,0,824430,4941752076
facesim,gcc,asan_only_write,1,native,3432428,64885904315,806570,8803968648,12412964032,,51967478,,6.181150334,23407050375,0,823994,4909596948
facesim,gcc,asan_only_write,1,native,3363722,64809839111,811517,8796541078,12411425212,,53220578,,6.187987851,23417279676,0,823663,4930196057
facesim,gcc,asan_only_write,1,native,3313894,64727698022,787056,8802531885,12406657813,,52314400,,6.183569978,23429715114,0,824421,4934189150
facesim,gcc,asan_only_write,1,native,3365563,64843578178,788427,8798968816,12405604055,,53184049,,6.188717884,23466652331,0,822924,4922634727
facesim,gcc,asan_only_write,1,native,3353208,64717731475,797138,8802383842,12407809538,,52169477,,6.171455215,23398015925,0,823571,4956069649
bodytrack,gcc,asan_only_write,1,native,5997642,1026460834024,3773226,119123171448,191350140829,,712600862,,103.433002891,392462250449,0,1174020,54329423595
bodytrack,gcc,asan_only_write,1,native,6056939,1026860909862,3815154,119257487524,191261818406,,717485793,,103.568568425,392912502004,0,1173702,54260465790
bodytrack,gcc,asan_only_write,1,native,5989440,1026547862088,3839945,118977770853,191206913703,,717564291,,103.509761025,392931041829,0,1172801,54267280936
bodytrack,gcc,asan_only_write,1,native,6544287,1025694674444,6999397,118811601948,191284372585,,709564308,,103.467845197,392733738466,0,1173407,54333844212
bodytrack,gcc,asan_only_write,1,native,5835145,1025966735801,3538922,118795078483,191302499436,,712709952,,103.30183949,392092567700,0,1173365,54347051662
bodytrack,gcc,asan_only_write,1,native,5800163,1026912639084,3438150,119179755535,191299289444,,713764702,,103.640301333,393348052892,0,1172728,54337073731
bodytrack,gcc,asan_only_write,1,native,5961685,1026939076914,3589109,119225858864,191226725991,,722727600,,103.562975401,393053886316,0,1172722,54285018709
bodytrack,gcc,asan_only_write,1,native,5980383,1026354006565,2939243,118732088760,191301433739,,716543208,,103.982032031,394711416137,0,1173677,54293225219
bodytrack,gcc,asan_only_write,1,native,5973674,1025955180097,3722343,118775659556,191297525645,,714282716,,103.320761582,392212325738,0,1173485,54333684150
bodytrack,gcc,asan_only_write,1,native,5937464,1026283308434,3992485,118663228708,191201088422,,716923982,,103.400469122,392504656761,0,1172787,54298265384
streamcluster,gcc,asan_only_write,1,native,20290,1532325098594,62605,224501329491,432331747695,,1794074277,,359.860038813,1125125507940,0,12077,3372417848
streamcluster,gcc,asan_only_write,1,native,21126,1532460241636,68664,224503238153,432294143264,,1794383089,,359.964221486,1124493624470,0,12435,3367510542
streamcluster,gcc,asan_only_write,1,native,19567,1532227538581,78611,224544366398,432303880395,,1794358179,,360.622218872,1123535221665,0,12018,3392245464
streamcluster,gcc,asan_only_write,1,native,20583,1532228777656,84471,224467757783,432292610652,,1794422644,,360.398831691,1124106761299,0,12442,3401865385
streamcluster,gcc,asan_only_write,1,native,19114,1532312331940,100947,224492669548,432305617334,,1794367913,,360.468662848,1123202367012,0,12237,3364348030
streamcluster,gcc,asan_only_write,1,native,21748,1532382839636,128949,224492573846,432314717863,,1794460759,,360.073464825,1124145461563,0,12203,3395243295
streamcluster,gcc,asan_only_write,1,native,35203,1532149656838,130480,224432518962,432322777546,,1794307039,,360.175698475,1124054639120,0,12447,3391061716
streamcluster,gcc,asan_only_write,1,native,25583,1532215769287,146773,224451969762,432279921486,,1794534499,,360.366462538,1123628070248,0,12223,3416904150
streamcluster,gcc,asan_only_write,1,native,30219,1532206482578,162956,224472658798,432303990576,,1794311471,,360.432279431,1123655215323,0,12331,3409182291
streamcluster,gcc,asan_only_write,1,native,24223,1532295672447,162085,224492289672,432319725435,,1794226006,,360.399505115,1123555118478,0,12146,3408643624
x264,gcc,asan_only_write,1,native,1271560,2442381747706,4355518,243959530368,484990229710,,3214052321,,193.689376499,735013695924,0,87552,145178684358
x264,gcc,asan_only_write,1,native,1709888,2442369355690,4909541,243934387413,485019268710,,3215393990,,193.700666355,735047974960,0,89980,145208204677
x264,gcc,asan_only_write,1,native,567357,2442349652275,1696490,243873581791,484979258399,,3217657536,,193.734269205,735208162370,0,89705,145206721296
x264,gcc,asan_only_write,1,native,1386123,2442396284879,5725848,243941339987,484921267957,,3219037138,,193.836548209,735606163409,0,88768,145183892354
x264,gcc,asan_only_write,1,native,657123,2442533116127,1479314,243895848674,484923141755,,3220102465,,193.394275916,733807359454,0,87211,145205141253
x264,gcc,asan_only_write,1,native,1226652,2442366484915,4261710,243930139255,484973584729,,3214256083,,193.599800373,734743765015,0,87011,145194638529
x264,gcc,asan_only_write,1,native,1031569,2442212553500,3636685,243878972105,484886309815,,3212016055,,193.828870069,735626622521,0,89389,145188434518
x264,gcc,asan_only_write,1,native,1843296,2442300438854,8359267,243879769454,484940014403,,3221117630,,194.518364631,738235694625,0,89528,145209867639
x264,gcc,asan_only_write,1,native,710278,2442351769921,1585154,243928990089,484976280545,,3215539787,,193.44159917,733872168637,0,88932,145204162317
x264,gcc,asan_only_write,1,native,1760082,2442102824900,8180787,243878516662,484953750615,,3212653794,,193.85164303,735690431922,0,90032,145220688746
fluidanimate,gcc,asan_only_write,1,native,987538,1947797443749,12637776,272443371355,446172537061,,11180162789,,224.24058802,851175316487,0,51697,40723523321
fluidanimate,gcc,asan_only_write,1,native,742996,1947327505139,11902330,272298730526,446228103659,,11179921794,,224.263866065,851220012641,0,50920,40842105012
fluidanimate,gcc,asan_only_write,1,native,1005353,1946724982906,12114905,272277355786,446196567402,,11179501748,,224.417698068,851815376866,0,51407,40770449614
fluidanimate,gcc,asan_only_write,1,native,967503,1946677433517,12097357,272294272286,446237704218,,11178847112,,224.217140924,851111452374,0,51419,40782712475
fluidanimate,gcc,asan_only_write,1,native,929273,1948049033294,12177486,272384876340,446249186040,,11180123537,,224.272071457,851240444053,0,51459,40738235320
fluidanimate,gcc,asan_only_write,1,native,956668,1947551148238,12495145,272388928804,446129434860,,11184522374,,224.208159541,851070824090,0,51103,40765911286
fluidanimate,gcc,asan_only_write,1,native,1008274,1947556362937,12436722,272428830804,446193497994,,11178211394,,224.261023312,851152672142,0,51645,40752738467
fluidanimate,gcc,asan_only_write,1,native,977288,1947375188422,12348041,272333397020,446293582289,,11182384493,,224.283565755,851032935249,0,51741,40754496922
fluidanimate,gcc,asan_only_write,1,native,1000503,1947284594858,12399369,272293927919,446263521063,,11181209144,,224.250339833,851163164343,0,51566,40752971650
fluidanimate,gcc,asan_only_write,1,native,942052,1947589112899,12432791,272406006198,446182958551,,11180527192,,224.280937504,851244263328,0,51744,40766697878
swaptions,gcc,asan_only_write,1,native,7479429,1670202624363,21521592,236303983583,434210004561,,2453301537,,188.480064595,715427641747,0,152983,113268094671
swaptions,gcc,asan_only_write,1,native,7569206,1670178128019,20410730,236303174165,434231020248,,2446122377,,188.44616973,715324624295,0,152839,113269127444
swaptions,gcc,asan_only_write,1,native,7585881,1670178069615,20761563,236290237678,434177590806,,2447197585,,188.496822071,715590053052,0,153126,113272883188
swaptions,gcc,asan_only_write,1,native,7651999,1670225963518,21186839,236308466515,434181651274,,2462202812,,188.505627824,715612985245,0,152898,113273055826
swaptions,gcc,asan_only_write,1,native,7674822,1670237791469,21531516,236287737328,434179327215,,2450618663,,188.480155601,715517118933,0,153107,113270410288
swaptions,gcc,asan_only_write,1,native,7670445,1670212312305,21787118,236294832504,434168919063,,2467646633,,188.900934352,717040041121,0,153183,113273497240
swaptions,gcc,asan_only_write,1,native,7777909,1670265166476,22021989,236285882815,434205922176,,2453796945,,188.453969494,715347657489,0,153021,113270206279
swaptions,gcc,asan_only_write,1,native,7477904,1670191454850,20152707,236285212540,434188194940,,2444196958,,188.502911285,715541137854,0,152805,113274638201
swaptions,gcc,asan_only_write,1,native,7518647,1670087374419,20527692,236309965129,434214036277,,2453885546,,188.675795766,715765880494,0,153164,113267333993
swaptions,gcc,asan_only_write,1,native,7581357,1670165526750,21165876,236295857467,434184533163,,2450384082,,188.589180627,715882745507,0,152992,113274660616
vips,gcc,asan_only_write,1,native,9894593,999812722799,7078116,128593977186,158650229888,,160072711,,75.415919152,286191755507,0,113788,46034346981
vips,gcc,asan_only_write,1,native,9332159,999607951854,7177734,128526465249,158544499804,,160306876,,75.485955914,286511976721,0,113143,46076674984
vips,gcc,asan_only_write,1,native,9752198,999298144502,7009912,128498621496,158655795297,,159835771,,75.616648006,286504368646,0,113882,46096147946
vips,gcc,asan_only_write,1,native,8219566,999428721198,6158398,128465576554,158511148271,,159450229,,75.633675659,286103981880,0,113171,46090889930
vips,gcc,asan_only_write,1,native,8219190,1000407039162,6230510,128584029851,158502778590,,159788713,,75.581081494,286723338243,0,112922,46062315924
vips,gcc,asan_only_write,1,native,8705786,1000142132053,6418007,128603720558,158545507421,,159837271,,75.444219231,286052637946,0,113951,46041845801
vips,gcc,asan_only_write,1,native,8029559,999970345827,6506192,128440697344,158521414604,,160384637,,75.813510512,287225664766,0,113402,46112506029
vips,gcc,asan_only_write,1,native,8573779,1000267428981,6336733,128568871838,158542436210,,160963329,,75.535747539,286100906919,0,113821,46049016554
vips,gcc,asan_only_write,1,native,8495462,999686969557,6349510,128525842888,158538080878,,159423547,,75.447908992,286327125688,0,113007,46063173521
vips,gcc,asan_only_write,1,native,8683126,1000364346568,6540760,128650185719,158577283119,,160259622,,75.407623969,286046573497,0,113976,46039148376
ferret,clang,asan,1,native,9390452,4386074158051,115361376,846337818182,1106496016748,,13435199282,,444.986566749,1666440769456,0,1425900,62006686445
ferret,clang,asan,1,native,9334224,4385578556049,90906321,846588328026,1106746917450,,13406928270,,444.350044507,1664415530527,0,1425960,62196864470
ferret,clang,asan,1,native,9453660,4385668519981,108720449,846056007405,1106550653889,,13435653277,,444.770232433,1665257922659,0,1426171,62550641406
ferret,clang,asan,1,native,9569020,4383542874909,110259471,845427908748,1106937064997,,13414872367,,444.768728826,1665438726579,0,1426168,62369332478
ferret,clang,asan,1,native,9609602,4385599695656,112036233,845371028676,1106474534360,,13440599591,,444.741430438,1665576962705,0,1426048,62327117807
ferret,clang,asan,1,native,9580767,4383397373222,65172232,846319987642,1107075426050,,13427142601,,444.636674705,1665556126735,0,1425524,62403892768
ferret,clang,asan,1,native,9479236,4385483699715,105522263,845958906703,1106449807572,,13437437768,,444.656559599,1665449533172,0,1426172,62349133271
ferret,clang,asan,1,native,9416409,4383474834535,95753769,845451821423,1106627427678,,13428353969,,444.802675916,1665984545742,0,1425936,62528228587
ferret,clang,asan,1,native,9383858,4383505508591,63100470,845702911184,1106855562021,,13419835476,,444.29936696,1664845431801,0,1425545,62287380829
ferret,clang,asan,1,native,9499797,4385467945591,111448039,846547995515,1106572368760,,13424208577,,444.77043446,1666288584708,0,1425993,62448698182
raytrace,clang,asan,1,native,1719733,564261634514,2330189,100006408105,121985783109,,412841854,,62.270442043,236334406337,0,631799,46810919710
raytrace,clang,asan,1,native,1797329,564433788503,2435725,100028901437,121994404704,,420926130,,62.61646178,237704479639,0,631288,46768899233
raytrace,clang,asan,1,native,1796572,564245253625,2379753,100039989983,121982815698,,411625006,,62.453935558,237081513450,0,631503,46790067012
raytrace,clang,asan,1,native,1430561,564261301074,4210913,100021324746,121965701702,,424493276,,62.462449239,237113910372,0,629800,46825514049
raytrace,clang,asan,1,native,1461665,564094478574,2493417,99981318259,121980625254,,425498538,,62.346308038,236608690387,0,630223,46833813779
raytrace,clang,asan,1,native,1478943,563902777646,2493793,99976425930,121943108303,,412783716,,62.280898772,236381646123,0,629014,46834008874
raytrace,clang,asan,1,native,1764143,564567116167,2449627,100085316916,121970281392,,412969360,,62.267763375,236353336313,0,629730,46783694346
raytrace,clang,asan,1,native,1859227,563987678264,2425911,99954009672,122064430851,,412074688,,62.494543589,237195975555,0,631837,46804554587
raytrace,clang,asan,1,native,1730739,564526331111,2396876,100085388513,121921328950,,419115333,,62.632917872,237318850891,0,630808,46808507583
raytrace,clang,asan,1,native,1766219,564256793757,2404373,100054623011,122009264844,,412948296,,62.121435852,235771515743,0,631624,46796810116
canneal,clang,asan,1,native,22698417,300123815413,1824996220,55163072026,77980477747,,653658792,,193.075178943,503735105155,0,691374,20337160304
canneal,clang,asan,1,native,22148030,300452638425,1833048993,55229724524,77949459727,,658530899,,193.015724819,504578855757,0,691873,20315824602
canneal,clang,asan,1,native,22924037,300324440738,1825886166,55201657456,77946033875,,652657484,,193.250045608,504173343698,0,691378,20326988758
canneal,clang,asan,1,native,21869829,300335289427,1826979183,55238644715,77973325764,,649958268,,192.903508013,503888714230,0,691874,20314403693
canneal,clang,asan,1,native,22878906,300445625586,1828938452,55223099870,77931649574,,650067537,,193.61246449,502921566133,0,691886,20327332217
canneal,clang,asan,1,native,22102706,300420401741,1825924681,55227360998,77960187493,,651250102,,193.381038714,502967996924,0,691371,20309338586
canneal,clang,asan,1,native,22209979,300268552702,1828018272,55224863600,77984136268,,659161334,,193.23279549,504365954644,0,691876,20320469948
canneal,clang,asan,1,native,22077314,300414442125,1828429179,55232428812,77949612932,,652864066,,193.631056494,503523579689,0,691893,20315686330
canneal,clang,asan,1,native,22763512,300189568293,1830717311,55190142971,77975280853,,653192454,,193.778974269,505079230848,0,691875,20330390213
canneal,clang,asan,1,native,22508299,300234783023,1829456755,55191090596,77980500036,,660284634,,194.035709108,505198994873,0,691885,20331863636
blackscholes,clang,asan,1,native,112586,625029070554,174709,98460651237,148434684021,,484390538,,152.155002491,577693754499,0,54263,46433596423
blackscholes,clang,asan,1,native,238978,624985112178,309797,98452958050,148442604225,,495240683,,152.321072864,578321355706,0,54259,46427248827
blackscholes,clang,asan,1,native,196245,625022704305,165216,98480377579,148434068780,,483788088,,152.170023342,577711738770,0,53750,46426850380
blackscholes,clang,asan,1,native,122969,624945765288,167160,98453088660,148434704994,,475094254,,152.114589007,577549744025,0,54262,46436043875
blackscholes,clang,asan,1,native,96175,625022902942,171556,98463936028,148438774444,,477099581,,152.239968982,578019758746,0,54265,46425592335
blackscholes,clang,asan,1,native,172352,625072115511,319992,98455770400,148419525585,,476712673,,152.218870917,577806384947,0,53753,46435715033
blackscholes,clang,asan,1,native,136703,625048041500,170082,98448825559,148432048695,,482454000,,152.148785562,577677441822,0,54260,46433640245
blackscholes,clang,asan,1,native,146358,625072308498,166827,98463682445,148436545223,,478777250,,152.102033891,577499615182,0,54255,46429122560
blackscholes,clang,asan,1,native,162193,625037403646,182588,98467797808,148441145508,,481638427,,152.156974556,577691509865,0,54263,46426944288
blackscholes,clang,asan,1,native,141238,625004435705,178489,98465294399,148436344844,,480297516,,152.153349605,577636601653,0,53748,46431963077
dedup,clang,asan,1,native,13033353,362768641640,44039102,56569646316,99538984282,,675165315,,35.426045804,131852597155,0,765807,24277023109
dedup,clang,asan,1,native,13055514,362638054113,41918214,56635046722,99559311283,,675413850,,35.292483776,131285896113,0,765376,24224670244
dedup,clang,asan,1,native,13274774,363005950355,44282726,56614698127,99405933548,,676633941,,35.250614306,131082426207,0,765370,24255262608
dedup,clang,asan,1,native,13148222,362819384823,44830976,56625597789,99476182359,,676093757,,35.251410733,131101380186,0,765209,24253368476
dedup,clang,asan,1,native,13213789,363159507775,44497267,56644747755,99411231325,,675977302,,35.254338411,131089343555,0,765403,24231146958
dedup,clang,asan,1,native,13213165,362973967306,44939760,56656995284,99429137930,,676824167,,35.249874115,131098054683,0,764457,24225153589
dedup,clang,asan,1,native,13280140,363033068347,44268523,56635724456,99430827737,,676427094,,35.26329968,131098591975,0,765816,24223595383
dedup,clang,asan,1,native,13333208,362705801141,44635158,56636001485,99576693618,,675576739,,35.287306422,131228240576,0,765662,24222259632
dedup,clang,asan,1,native,13216617,362668920249,43880914,56567794882,99532797715,,674767326,,35.310168914,131130661912,0,766154,24230249498
dedup,clang,asan,1,native,13338346,362571345018,44229839,56548062365,99534371468,,675741769,,35.309837149,131274473478,0,765208,24271850303
facesim,clang,asan,1,native,3283166,85697077646,1034818,12580680916,20419380334,,53972833,,7.41429948,28117172600,0,824570,5603048156
facesim,clang,asan,1,native,3265991,85724227891,1049250,12594544394,20417471188,,53716287,,7.412219154,28106210640,0,824665,5613917794
facesim,clang,asan,1,native,3306383,85617262847,1039795,12570208824,20455839934,,53564344,,7.40811955,28049331258,0,823793,5609246930
facesim,clang,asan,1,native,3235353,85721304667,1005185,12616100480,20472627532,,53781755,,7.392858062,28034442990,0,824206,5593149276
facesim,clang,asan,1,native,3297468,85688091552,1035956,12581661479,20461254428,,58114160,,7.466682476,28276717786,0,823347,5596684685
facesim,clang,asan,1,native,3316998,85698166594,989113,12604785055,20473386919,,54074123,,7.3998886,28040120457,0,824420,5604783980
facesim,clang,asan,1,native,3271063,85696832527,1062291,12576301475,20418853507,,54096071,,7.416053733,28120481493,0,824422,5600677251
facesim,clang,asan,1,native,3272536,85743386599,1017467,12585630630,20419973647,,53097733,,7.413788374,28109481523,0,824637,5624820918
facesim,clang,asan,1,native,3323815,85753641749,1011762,12589399340,20472726924,,54824306,,7.418425629,28124171886,0,823368,5602326309
facesim,clang,asan,1,native,3250132,85691331677,1037087,12601558143,20453340478,,53633419,,7.406098254,28046338789,0,823481,5607968804
bodytrack,clang,asan,1,native,5967101,1636306268544,10265552,232955879860,370262316434,,810468910,,141.618968717,537471094597,0,1172930,64449373709
bodytrack,clang,asan,1,native,5961152,1636183580129,10804500,233082854534,370608242907,,804646869,,141.65159413,537716589390,0,1173063,64498781160
bodytrack,clang,asan,1,native,6010096,1636024092527,10504090,233013394598,370533410130,,805896119,,141.267189288,536243056334,0,1172890,64482608491
bodytrack,clang,asan,1,native,6020797,1635401693191,11200242,232828685131,370266190362,,812275816,,141.480282345,537049652845,0,1172674,64459947977
bodytrack,clang,asan,1,native,6057211,1635437540159,10036198,232977984345,370801367729,,801105191,,141.522984133,537144032008,0,1173079,64499322161
bodytrack,clang,asan,1,native,5857365,1634948932744,10306613,233065709930,370898522761,,800129712,,141.601559519,537480231201,0,1173137,64521566287
bodytrack,clang,asan,1,native,6030821,1636208654456,10609936,233018010175,370635482550,,803472597,,141.556263181,537333506864,0,1172636,64485259671
bodytrack,clang,asan,1,native,5931633,1634618071747,11590589,232906638451,370596711281,,804772200,,141.36956738,536643203798,0,1173175,64486829695
bodytrack,clang,asan,1,native,5963304,1636851720325,9575247,233134828763,370509709335,,804235003,,141.585436028,537401403681,0,1172766,64544619261
bodytrack,clang,asan,1,native,8108205,1634690849409,18165951,233137452379,371167005166,,794792108,,141.571907166,537409707858,0,1172640,64596120493
streamcluster,clang,asan,1,native,1029762,3720402635296,896622143,506245985957,876933933218,,1764927946,,388.554078742,1318310150909,0,11687,3423566197
streamcluster,clang,asan,1,native,1043576,3720608077606,895981042,506363803235,876960181580,,1765211995,,389.395295349,1316892198848,0,12216,3368487601
streamcluster,clang,asan,1,native,1070671,3720633647237,926561829,506213573569,876943771919,,1764287374,,390.044320486,1317129322560,0,12734,3391623343
streamcluster,clang,asan,1,native,1075140,3720595505228,899318292,506603666709,876904554206,,1765533222,,389.890391778,1315650730710,0,12210,3450970738
streamcluster,clang,asan,1,native,991971,3720613593277,893917304,506268627985,876951163495,,1764784435,,390.552108438,1314979927907,0,12212,3349804349
streamcluster,clang,asan,1,native,1072904,3720564681951,923879897,506120818534,876942192294,,1765057389,,390.676259196,1316816943123,0,12719,3449021272
streamcluster,clang,asan,1,native,1072025,3720559059441,894036437,506099445381,876929932515,,1764964244,,389.284832503,1317370981808,0,12209,3489768437
streamcluster,clang,asan,1,native,969511,3720857204854,893656393,506095268433,876969713601,,1765071688,,390.377964281,1316517620287,0,12191,3351493030
streamcluster,clang,asan,1,native,973777,3720529790237,894630329,506272979068,876903218383,,1765241038,,390.08663625,1315776235332,0,12190,3356058097
streamcluster,clang,asan,1,native,940788,3719948179530,894020280,506126840645,876958623123,,1764133431,,390.390105335,1316358294562,0,12199,3318470765
x264,clang,asan,1,native,1246450,7134752001040,9086507,787326959358,1359176300405,,2070390560,,487.530120126,1850315460114,0,87806,197800713320
x264,clang,asan,1,native,1006070,7133712584624,6655606,787264680634,1359321417596,,2073094449,,487.672144889,1850898232636,0,88970,197859028672
x264,clang,asan,1,native,791680,7133728889122,5549256,787326991968,1359328709142,,2069723458,,487.318196856,1849587001352,0,89690,197821234300
x264,clang,asan,1,native,1097656,7133920404635,6113905,787267589306,1359285783311,,2070161621,,487.344375116,1849668354684,0,88935,197819642628
x264,clang,asan,1,native,761679,7133607568299,4892243,787297042634,1359326088138,,2072774280,,487.587322017,1850558244743,0,89545,197818257577
x264,clang,asan,1,native,707778,7134363300398,3754862,787313639844,1359154121355,,2070806843,,487.428233536,1850062126100,0,87366,197808083395
x264,clang,asan,1,native,1362455,7134110585074,14463464,787305949804,1359303027579,,2078016324,,487.924790937,1851873991764,0,89831,197847455933
x264,clang,asan,1,native,1365950,7133942533997,9487133,787307134051,1359297126708,,2071716616,,487.979453958,1851986566766,0,87798,197840518255
x264,clang,asan,1,native,1964126,7134679484092,14021731,787353424789,1359238765969,,2077734998,,488.336214034,1853455571194,0,89901,197802963429
x264,clang,asan,1,native,1353349,7134380578174,6678543,787241747133,1359205148698,,2072773735,,487.608409983,1850767854513,0,88880,197849283625
fluidanimate,clang,asan,1,native,1016698,3507757674180,13506426,526059633018,767753675645,,11337092742,,318.123392722,1207201106551,0,51618,62048191528
fluidanimate,clang,asan,1,native,967452,3508485705303,13640375,526229097637,767249179744,,11336327592,,318.035272297,1207332954547,0,51106,61953041345
fluidanimate,clang,asan,1,native,906790,3509260755988,13229837,526178634664,767424119074,,11336915879,,318.196284713,1207889235632,0,51617,62168220814
fluidanimate,clang,asan,1,native,1098683,3507258520363,13648185,525918943041,767805536511,,11333425077,,317.996426928,1207036527371,0,51615,62063579718
fluidanimate,clang,asan,1,native,1044028,3508245644039,13788410,526328865967,767411672014,,11338631960,,318.019547665,1207232041067,0,51618,61854120134
